"","x.1","x.2","x.3","x.4","x.5","y"
"1",0.373546189257668,0.379633322775876,1.40940183965093,1.89367370242551,2.0744409582779,4.15314665795387
"2",2.18364332422208,2.04211587314424,3.68887328620405,0.952701850938705,3.89565477419858,7.31493216069776
"3",2.16437138758995,2.08907835144755,4.58658843344197,4.97133738622415,2.39700269639491,6.58429163524844
"4",5.59528080213779,4.15802877240407,3.66909219931723,3.61636789371164,3.60913217927686,12.9101202597061
"5",5.32950777181536,4.34541535608118,2.71476446470753,6.65414530227499,4.58377796846981,17.2359001354753
"6",0.179531615881985,2.76728726937265,3.49766158983416,2.51221269395063,0.624342577179609,8.26016012188687
"7",2.48742905242849,2.71670747601721,2.66706616676549,2.08296573358591,1.63336905429764,6.40202251881309
"8",3.73832470512922,3.91017422949523,3.5413273359637,3.5672209148515,2.70432254729911,11.2880068626911
"9",4.57578135165349,4.38418535782634,3.98660047685409,2.97545152046554,5.44182041019987,15.8640411745138
"10",4.69461161284364,6.68217608051942,5.51010842295293,5.32300650302244,4.30246170808696,17.459040561317
"11",2.51178116845085,0.364263546051023,0.835624168230333,2.04361245835618,0.61183249407864,0.415853042393223
"12",2.38984323641143,1.53835526963943,2.42069464325451,2.0990784868972,2.65253645217152,5.63253635475841
"13",2.3787594194582,4.43228223854166,2.59975325602236,2.54586309084564,4.12477244653513,12.9951523830945
"14",1.7853001128225,3.34930364668963,2.62979212245254,3.34421814754956,3.22788919697607,11.3311980952316
"15",6.12493091814311,4.79261925639803,5.98783826745488,4.96407757737749,4.49191378386171,14.1615351581211
"16",0.955066390984769,0.607192070558016,2.51974502549955,2.0691614606768,1.52362059049802,3.74420907744731
"17",1.98380973690105,1.68000713145149,1.69125943077439,1.51602506969872,3.01775422653797,6.86777890097638
"18",3.9438362106853,2.72088669702344,1.74671024439231,2.87898988867256,2.74883541191202,10.1308670227943
"19",4.82122119509809,4.49418833126783,4.64224130567782,2.70585999617916,2.57000655261139,11.2241867854007
"20",5.59390132121751,4.82266951773039,4.95529086310602,5.49431283601486,6.70912103210088,18.8140725005372
"21",1.91897737160822,0.494042537885743,-0.733218406824838,2.30790152011415,2.43506957231162,5.20638708629537
"22",2.78213630073107,3.34303882517041,2.00213185968027,3.49704100940278,1.28962885415012,10.0138277247915
"23",3.07456498336519,2.78542059145313,2.36969966607185,3.81470273089736,2.93493242634442,9.34342557337897
"24",2.01064830413663,3.82044346995661,3.65903142013959,2.13021120979739,2.24053126463407,10.325014578247
"25",5.61982574789471,4.89980925878644,3.84342763736415,5.48202950412376,5.5697229718191,17.1409122502933
"26",0.943871260470999,1.71266630705141,2.80314190791747,1.4561356033012,2.61234679820178,4.67965561385787
"27",1.84420449329467,1.92643559587367,1.66886796360878,1.64659971417009,0.362719352895284,5.06022986330433
"28",1.52924761610073,2.96236582853295,1.39448658774692,3.17048947094798,2.22043148679825,11.2133782509673
"29",3.52184994489138,3.31833952124434,4.19719343873948,3.1359640458731,3.35882306624944,11.1462873355044
"30",5.4179415601997,4.67572972775368,5.26317564640547,5.67923077401566,4.31886860642884,15.0216032566288
"31",2.35867955152904,1.06016044043452,0.0141732995907092,0.672898985346896,-1.03328559561795,1.22408168441626
"32",1.897212272657,1.41110551374034,-0.888920671679545,0.430917814856048,2.50096355924791,8.15232248278546
"33",3.38767161155937,3.53149619263257,2.35951829743489,2.63254924382952,1.46820186003426,9.74691142744209
"34",3.94619495941709,2.48160591821321,4.57050763592048,5.36443492906985,3.97500236072174,9.88340409095417
"35",3.62294044317139,5.30655786078977,4.94027672395739,4.66571863526884,5.59298472102529,18.7108496110613
"36",0.58500543670032,-0.536449823537586,0.901821255994766,1.7327500422091,0.80180457851536,0.374777002947838
"37",1.60571004628965,1.69902387316339,2.56082072862012,2.94658564019779,2.89200839247353,7.78629955534699
"38",2.94068660328881,2.47172009555499,1.81354136142053,3.00439870432637,2.97428492908185,10.7948912128283
"39",5.10002537198388,3.347905219319,5.09677704427424,3.64767769445015,3.35233954941434,10.9258231083107
"40",5.76317574845754,4.94310322215261,4.99465597172183,4.4703044908665,5.64635941503464,15.9633678543754
"41",0.835476403746413,-0.914359425680012,1.70731066739808,1.7395892255748,0.566167259970412,-0.664830415723894
"42",1.74663831986349,3.17658331201856,3.03410773473746,0.936542584517188,3.7726111849785,10.4321307639516
"43",3.69696337540474,1.335027563788,3.2234804149153,3.2462108435364,2.98174028883699,7.17664174532309
"44",4.55666319867366,3.53646959852761,3.12129238713398,3.71050063343569,4.85281499360053,13.2389657141354
"45",4.31124430545048,3.88407989495715,6.16296455596733,2.73511064351206,5.20516290324403,13.5778447091874
"46",0.29250484303788,0.249180998806552,-1.00016494478548,-0.408850456073194,-2.00804859892048,-0.279861356789389
"47",2.36458196213683,4.08716654562835,1.45520925999828,2.91601932879257,0.633888068671016,9.83833011600716
"48",3.76853292451542,3.01739561969325,2.74432929084301,2.8087210494648,2.57589773985519,10.1802109900739
"49",3.88765378784977,2.71369946956567,3.83387896323499,4.80328321613365,4.23680366374556,8.94712240697232
"50",5.88110772645422,3.35939446558142,6.02046390878411,6.8874744633086,2.65727687964104,11.2015448318645
"51",1.39810588036707,1.45018710127266,1.13622189310278,2.47388118110914,1.96169663338071,7.02786143235292
"52",1.38797360674923,1.98144016728536,2.40716760342384,2.677268492313,1.39557426614556,6.26863032973096
"53",3.34111969142442,2.68193162545616,2.9303451869871,3.37996268656674,2.24712272063709,7.71865155600734
"54",2.87063690391921,3.0706378525463,3.75233565838067,3.80720157354267,2.44438840745575,9.21810246681547
"55",6.43302370170104,3.51253968985852,5.69555080661964,6.5778917949044,3.54610626199894,13.5621864780947
"56",2.98039989850586,-0.0751922966156808,2.1462283572158,1.59623410931845,1.05633183605441,0.887435639075709
"57",1.63277852353349,3.00002880371391,-0.403096214891872,0.826423059128641,2.50936940667389,7.7924745333824
"58",1.95586537368347,2.37873330520318,3.57273955524584,2.84435746510968,0.902117040215701,7.10763804776319
"59",4.56971962744241,2.61557315261551,4.37472440677865,2.08109017973016,2.99563802055067,7.57865655505608
"60",4.86494539611918,6.86929062242358,4.57473227844392,4.80474115388936,5.53577172225259,19.8784708388701
"61",3.40161776050478,1.42510037737245,1.95101280757682,-1.59232766994599,0.546962915350082,1.41012939017857
"62",1.96075999726683,1.76135289908697,1.61076281828162,3.31400216719805,4.16536850181726,9.51713534610219
"63",3.68973936245078,4.05848304870902,2.71566933820043,2.36445699896786,4.24574667274811,13.8883459009796
"64",4.02800215878067,4.88642265137494,4.8574097780798,3.57002116130581,4.5954980340696,14.1371670028427
"65",4.25672679111759,4.38075695176885,6.7196272991206,4.83068166769804,5.00488444953819,13.2151975959458
"66",1.18879229951434,3.20610246454047,1.27005490093723,1.61221817398913,1.27936078205526,9.95928756266244
"67",0.195041371108962,1.74497296985898,1.57781599021236,2.6783401772227,1.29409387473237,6.08679223087522
"68",4.46555486156289,1.57550534978719,1.81088670514041,3.56795197247167,3.62801715295725,8.49765877287401
"69",4.1532533382119,3.85560039804578,3.66896702112099,3.42745739607387,5.4802139600857,13.4448816929186
"70",7.17261167036215,5.20753833923234,4.06017067348998,3.63670874372166,6.08342991008328,18.1872102592641
"71",1.47550952889966,3.30797839905936,0.741067416881215,0.611277755662099,0.186755743335909,6.74362408157885
"72",1.29005356907819,2.10580236789371,2.39437916822157,2.27791413245054,0.381123150776412,6.38374575455868
"73",3.61072635348906,3.45699880542341,2.14814290797614,2.17691887842798,2.89034430051176,11.6244321855609
"74",3.06590236835575,3.92284706464347,6.64916688109488,3.93115906552154,4.44088937091698,11.459978656426
"75",3.7463665997609,4.66599915763346,5.15601167566508,3.8323376738702,6.3509939798086,16.8695756079014
"76",1.29144623551746,0.965273971688724,2.13020726745494,0.991690985784393,-0.318609484533563,3.02945018160463
"77",1.55670812678157,2.78763960563016,-0.289123979840106,2.12885540159741,2.36438459260745,10.7242737831059
"78",3.00110535163162,5.07524500865228,3.74100115719544,2.854124371539,3.23349983508852,15.965393504983
"79",4.07434132415166,5.02739243876377,2.68375483954844,3.83608904326393,5.19395526125905,14.8625540494193
"80",4.41047905381193,6.2079083983867,5.91980367760914,6.76355200278492,4.97209002787042,17.6448600565941
"81",0.431331267181498,-0.231323421558044,1.39813015545196,1.76258651241832,0.642701145495747,-0.0142367328679944
"82",1.86482138487617,2.98389557005338,1.59247142073023,3.11143108073063,0.853185863881633,8.74813676845836
"83",4.1780869965732,3.21992480366065,4.32425863017727,2.07679304717017,2.48257951640638,10.3833254113838
"84",2.47643319957024,2.53274997090776,3.29876833075308,4.16434183842796,3.63787622742173,11.8140518760509
"85",5.59394618762842,5.52102274264814,4.41938569575946,6.15482518709727,7.3505543257891,20.7486162551492
"86",1.33295037121352,0.841245395283984,-0.00107218102541862,0.94347857547351,3.44653137569996,7.47997080707771
"87",3.06309983727636,3.4645873119698,1.33182139324661,-0.129360648234651,1.83329672051572,8.88700544968481
